,Unnamed: 0,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,com_sizes,edge_probs,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
7,7,7,0.4954236410785489,0.5045763589214509,-0.0091527178429018,90198270126.52351,14025536056.432425,34.75000000001406,17.550000000009142,17.200000000004923,False,False,False,0.1883184199099306,0.1883184199099306,0.3766368398198612,393165144359.1722,61135894294.321785,35.05691800487736,18.337052653034583,17.072199623955022,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.3787924969021347,0.6212075030978653,-0.2424150061957303,1.034543033099379,0.9073389562564558,30.49999999994563,15.249999999964771,15.249999999980853,False,False,False,0.5782318687581837,0.5782318687581837,1.156463737516367,0.6021313527524219,0.6749085070072096,38.23545475078485,19.14125126525768,19.177786629324707,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.5268774404894395,0.4731225595105605,0.0537548809788791,-3802514070.601792,1.6871109403369324,17.95000000006066,8.700000000041538,9.250000000019124,False,False,False,0.3826526144330103,0.3826526144330103,0.7653052288660206,11572795816.13757,6.909316997574709,29.736299366208343,13.81339929195591,16.11171933716197,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.5689126887268003,0.4310873112731996,0.1378253774536007,-436476516.2372548,1640428512.624565,5.250000000052852,2.400000000023856,2.8500000000289973,False,False,False,0.3015494100146811,0.3015494100146811,0.6030988200293622,1902557031.9263055,7150462106.456262,10.99943180364534,5.304714884008343,5.746955715936821,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.4832684323860058,0.5167315676139942,8.0,sbm,False,"[10, 20]","[[0.4, 0.3], [0.3, 0.4]]",0.5,30.0,156.0,85.0,71.0,cx,20.0,10.0,False,False,900.0,900.0,13.350643873214722,121338.0,36704.0,84634.0,2640136520.0,13.522644996643066,2024-11-10 23:13:02.945359
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.5584920634920639,0.441507936507936,0.1169841269841278,1.3421568627451004,1.3735714285714242,5.4,2.8500000000000014,2.549999999999997,False,False,False,0.2650478607359914,0.2650478607359914,0.5300957214719828,1.115958476736169,1.3855477522251365,3.023243291566193,2.0316249653910026,1.8834808201837343,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.5394015856587001,0.4605984143413,0.0788031713174,0.7820768498787024,-18764998447376.08,10.699999999999983,5.249999999999982,5.4500000000000055,False,False,False,0.2791366400626056,0.2791366400626057,0.5582732801252114,1.0878124305409322,81794731907814.36,7.765951326141562,3.658893275295132,4.409931972264427,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.4983257414333491,0.5016742585666509,-0.0033485171333018,3078331939420.1123,1.364328449328488,17.949999999999957,8.249999999999918,9.700000000000037,False,False,False,0.2035393490578764,0.2035393490578763,0.4070786981157527,13060256334638.836,1.071589015169036,18.47559200675333,9.40146265216224,9.392017887546965,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.4186141389316644,0.5813858610683356,-0.1627717221366713,-413933789279.7664,-4518001252723.049,26.799999999998292,13.04999999999902,13.74999999999928,False,False,False,0.2426148727497062,0.2426148727497062,0.4852297454994125,1804295556790.8809,18938050943209.598,34.418890162233026,18.062322663488192,16.726849673503118,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,-0.4083060776416434,1.4083060776416436,-1.8166121552832872,0.9225937138234724,247566671016.67072,31.70000000000416,15.899999999999636,15.800000000004523,False,False,False,3.736554627330321,3.736554627330321,7.473109254660641,0.797409259895655,847339125548.6221,50.159844497375786,25.103585401295355,25.317187837521207,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.1492764443643131,0.8507235556356868,-0.7014471112713738,-150790166094.69974,-38770657948.0421,28.549999999974528,14.09999999998296,14.44999999999158,False,False,False,1.550041092281626,1.550041092281626,3.100082184563252,657279095694.0724,168997379975.0261,51.23521738019555,25.47920720899879,25.921950158097488,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.351321971084694,0.6486780289153061,-0.2973560578306121,0.9612342649865092,85247011687.05504,16.150000000067948,7.750000000033774,8.400000000034176,False,False,False,0.3049900070338196,0.3049900070338196,0.6099800140676394,1.1246837545839456,371583109178.2669,28.524156429343662,13.884793840797547,14.78309845740581,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,1.3650096945297876,-0.3650096945297877,1.730019389059575,-1788283107.3371472,1.0805693907483405,3.2499999997428,1.1999999998520536,2.0499999998907463,False,False,False,3.5786718652828937,3.5786718652828937,7.157343730565787,15272577093.821932,2.070079375771058,7.555627042531956,2.9086079146902715,4.944441323498225,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.4712324059517488,0.5287675940482511,9.0,sbm,False,"[10, 20]","[[0.4, 0.3], [0.3, 0.4]]",0.5,30.0,148.0,74.0,74.0,cx,20.0,10.0,False,False,900.0,900.0,11.88436198234558,120713.0,36720.0,83993.0,1846011679.0,12.06546401977539,2024-11-10 23:12:30.494627
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.5138961038961043,0.4861038961038956,0.0277922077922087,1.0345238095238114,40941814794278.24,4.799999999999999,2.3500000000000014,2.4499999999999984,False,False,False,0.2270758307867706,0.2270758307867706,0.4541516615735413,0.6352916822546558,178461233253412.6,3.0919249667480586,1.6815171720800224,1.829617446353197,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.478513512453727,0.5214864875462728,-0.042972975092546,-44443417375365.95,-23086562165332.64,8.099999999999989,3.999999999999981,4.100000000000007,False,False,False,0.310290268208374,0.310290268208374,0.620580536416748,262513120787920.62,47334911626311.97,6.869497798238248,3.5916569992135945,3.68646171823336,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.5078411543662431,0.4921588456337569,0.0156823087324861,-2133761920224.765,-2836565748889.8184,13.44999999999992,6.999999999999867,6.450000000000053,False,False,False,0.2644467806935408,0.2644467806935408,0.5288935613870814,6753806620406.1455,7986899423986.537,12.796386208613802,6.971370023173349,6.152032184571258,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.5675296753312261,0.432470324668774,0.135059350662452,-908785742795.5154,147489753639.9916,17.249999999998746,8.449999999999415,8.799999999999333,False,False,False,0.2540433479275619,0.2540433479275619,0.5080866958551239,6748657553186.022,642892931320.5977,18.53071774109025,9.372699717797175,9.657121724405387,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.3711776668748193,0.6288223331251808,-0.2576446662503614,0.9305789908784564,-2446927193713.458,19.450000000005268,9.250000000002402,10.200000000002856,False,False,False,0.2328873320747865,0.2328873320747865,0.465774664149573,1.141756146617216,10612814303559.045,23.01841653981432,11.519006033513218,11.69016680805228,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.7153815206680642,0.2846184793319358,0.4307630413361283,2044029276.5931597,-21624197954.19892,15.699999999966684,7.999999999987151,7.699999999979536,False,False,False,0.3381778505254072,0.3381778505254073,0.6763557010508146,970086294431.0604,94257693619.82063,21.20165087907389,10.639548862602902,10.714942836963123,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.202504374950083,0.7974956250499169,-0.5949912500998333,-0.6448542863441505,2082531642.602551,8.450000000039404,4.10000000003371,4.350000000005693,False,False,False,2.016653695324325,2.016653695324325,4.033307390648651,4.064544742488787,9077544973.31637,13.713041238224388,7.22426466846974,6.732570088789302,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.8261868325267295,0.1738131674732703,0.6523736650534594,759295229.3636005,0.9671732463310708,2.050000000116399,0.9000000000699184,1.150000000046481,False,False,False,0.6538112109879826,0.6538112109879826,1.3076224219759651,8541811802.389079,1.2648870191652382,4.409931972515185,1.8947295322867768,2.669737814960906,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.4967461331910687,0.5032538668089312,10.0,sbm,False,"[10, 20]","[[0.4, 0.3], [0.3, 0.4]]",0.5,30.0,154.0,82.0,72.0,cx,20.0,10.0,False,False,900.0,900.0,12.396474838256836,125697.0,36607.0,89090.0,2548891259.0,12.538745880126951,2024-11-10 23:12:37.990306
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.5400793650793655,0.4599206349206344,0.0801587301587311,1.624561403508774,58476971905780.375,5.199999999999999,2.8500000000000005,2.3499999999999988,False,False,False,0.2408502643474376,0.2408502643474376,0.4817005286948752,1.5113543790571118,183100989449500.8,2.839013913315676,1.8781639970992936,1.458595214581481,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.4891666666666648,0.5108333333333352,-0.0216666666666702,49381574861518.95,-7764826943740.932,8.09999999999999,3.5499999999999843,4.550000000000006,False,False,False,0.2544100126582477,0.2544100126582477,0.5088200253164955,147153778850347.94,33846095961854.54,6.139218191268329,3.138072656902637,3.338787204959313,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.501331682110356,0.4986683178896438,0.0026633642207121,1.067924619240364,-1462207671223.1558,14.199999999999909,6.8499999999998895,7.350000000000017,False,False,False,0.1903650779033092,0.1903650779033092,0.3807301558066185,0.6073807370105906,6373615473336.272,13.189389675038102,6.397460433640848,6.930187587648732,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.6447992436159117,0.3552007563840883,0.2895984872318234,-7860918656837.435,0.7692389908780124,19.399999999998435,10.1499999999992,9.249999999999227,False,False,False,0.2314106046843884,0.2314106046843884,0.4628212093687769,27957990402069.16,0.6515282615626031,22.82849097071336,11.615829716382216,11.458075754679887,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.5181735075007122,0.4818264924992878,0.0363470150014245,-0.1322825465190697,-131799813501.25809,21.100000000006183,10.90000000000264,10.20000000000354,False,False,False,0.1975136570696442,0.1975136570696442,0.3950273141392885,6.560566151967265,574502067833.6707,29.128851676653813,15.754047099083564,13.478130434155496,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.4045902225261708,0.5954097774738293,-0.1908195549476582,0.5019533272992006,-10599661232.199524,16.19999999997599,7.849999999983609,8.349999999992386,False,False,False,0.3465447328882893,0.3465447328882892,0.6930894657765786,1.2644839276279471,35145659471.46969,28.0741874325538,13.925785435640051,14.206600578590214,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.3357093211582978,0.6642906788417022,-0.3285813576834043,7269498049.783083,4049999663.640458,8.24999999996954,3.7999999999870697,4.449999999982469,False,False,False,0.7649276219358608,0.7649276219358608,1.5298552438717217,31687008817.16688,17653539260.990566,17.708401960660066,7.639371701907173,10.195464677993408,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.4420862374233917,0.5579137625766083,-0.1158275251532164,22384343.76173008,0.5227644775323251,1.750000000321253,0.8500000001648674,0.9000000001563853,False,False,False,2.058716897933016,2.058716897933016,4.117433795866032,97571060.62090468,0.9428746325603876,4.773625456602696,2.286372673101628,2.586503431211893,,,,,,,,,,,,,,,,,,,,,,,,,,
