,Unnamed: 0,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,com_sizes,edge_probs,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
6,6,6,3.961378902120033,-2.961378902120033,6.922757804240066,14695031007547.52,-575172366202.2098,6.999999999999157,3.549999999999494,3.449999999999662,False,False,False,14.617876949178928,14.617876949178928,29.235753898357856,101040018548072.8,2507118219396.216,9.47628619238553,4.684815898196734,5.48155999693529,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.2276046834910609,0.7723953165089389,-0.5447906330178782,-262336453373.7284,3657419136.8268366,7.050000000003147,3.400000000001333,3.6500000000018127,False,False,False,3.173432444537187,3.173432444537187,6.346864889074374,1217773107842.992,15942320408.255922,12.15102876303146,5.190375708944664,7.30941174103692,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.5546680321327515,0.4453319678672485,0.1093360642655029,-7017715536510.474,-11439747071.5592,5.549999999980033,2.799999999987964,2.749999999992069,False,False,False,0.6012509366226558,0.6012509366226558,1.2025018732453117,30677557529824.49,49864701427.1679,12.306400773567727,5.153639490682005,7.489158831264574,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.991229056346172,0.0087709436538279,0.9824581126923444,1902161008.544536,3051953300.3186693,3.150000000049584,1.6000000000256924,1.5500000000238907,False,False,False,1.198966715775888,1.198966715775888,2.397933431551776,13208649332.419865,13303156015.203293,8.174808866324675,3.6110940170749153,4.631144566987299,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,2.520082698628638,-1.5200826986286378,4.040165397257276,17.157582720643767,9887141.919636508,0.949999999917478,0.3499999999519464,0.5999999999655314,False,False,False,7.532478477072125,7.532478477072125,15.06495695414425,70.09357502398703,7594751861.983477,2.871846095934543,1.3143439426982928,1.6248076808170824,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.5171699772951747,0.4828300227048253,8.0,sbm,False,"[10, 10]","[[0.5, 0.2], [0.2, 0.5]]",0.5,20.0,61.0,24.0,37.0,cx,20.0,10.0,False,False,400.0,400.0,11.272781133651732,88050.0,37312.0,50738.0,2640136520.0,11.374285221099854,2024-11-10 23:12:39.997918
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.6493841575091579,0.3506158424908422,0.2987683150183155,1.6077777777777795,115806847560955.92,5.1,3.150000000000001,1.9499999999999984,False,False,False,0.2869215183254422,0.2869215183254424,0.5738430366508847,1.0729134214262324,352741228122690.0,3.973663297261104,2.920188350089766,1.4654350889752836,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.4494967532467502,0.55050324675325,-0.1010064935064995,88886834750734.08,-24353320869008.6,7.349999999999989,3.749999999999983,3.600000000000005,False,False,False,0.2849218568639439,0.2849218568639439,0.5698437137278879,377114901662708.94,66064960469108.99,6.894019147057838,4.5373450386762535,2.727636339397176,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.4855892689850408,0.5144107310149592,-0.0288214620299182,-3311470314241.4707,-2139348293507.2507,10.849999999999834,5.249999999999842,5.599999999999993,False,False,False,0.2508068318693304,0.2508068318693304,0.5016136637386609,14434364454319.443,6439540874529.774,11.971946374754586,6.07350804724909,6.191930232165095,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.7021360011753138,0.2978639988246861,0.4042720023506279,27712537697819.523,0.7308373941775395,16.499999999999588,7.949999999999865,8.549999999999724,False,False,False,0.4127126135139863,0.4127126135139864,0.8254252270279728,122800476593075.4,0.6386894773237497,21.45576845512626,9.41528013390968,12.159255733802231,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.5872675033490726,0.4127324966509275,0.1745350066981448,-0.3815054304977414,192855078668.85004,20.24999999999948,9.69999999999979,10.549999999999695,False,False,False,0.4035759498136248,0.4035759498136249,0.8071518996272498,4.200967051663263,994292185733.5652,31.71888238888281,14.16368596093496,17.71574158763567,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.5286678131036409,0.471332186896359,0.0573356262072817,-376975415235.6406,75918627957.43106,17.800000000005827,8.349999999997944,9.45000000000788,False,False,False,0.3619479985672325,0.3619479985672325,0.7238959971344651,1643197739219.7014,383717396943.86017,31.50333315702182,13.550922477837442,18.51614160674488,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,1.5998477038586425,-0.5998477038586423,2.199695407717285,-3321361133.449891,5351145488.296285,9.399999999933652,3.9499999999832864,5.449999999950366,False,False,False,5.011464903011035,5.011464903011035,10.02292980602207,14477477530.297384,28372502937.505337,17.870086737186345,7.378854924662362,10.669934395185802,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.6518864748180125,0.3481135251819874,0.3037729496360251,4.643965629567599,0.8887272362469394,1.5000000003006075,0.7500000001085333,0.7500000001920741,False,False,False,0.3537985994664135,0.3537985994664135,0.707597198932827,34.321122890032015,0.7779783374145599,3.681032463663177,1.8940696923197693,1.94615004565368,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.5032937887296779,0.4967062112703221,9.0,sbm,False,"[10, 10]","[[0.5, 0.2], [0.2, 0.5]]",0.5,20.0,67.0,32.0,35.0,cx,20.0,10.0,False,False,400.0,400.0,13.115009784698486,90172.0,37140.0,53032.0,1846011679.0,13.195942878723145,2024-11-10 23:13:29.822463
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.4449560381139331,0.555043961886067,-0.1100879237721338,0.9682215007215016,1.7954365079365058,10.099999999999998,4.7,5.399999999999997,False,False,False,0.1520931185649343,0.1520931185649343,0.3041862371298687,0.6653176565407,2.0318723589664205,5.629387178015027,3.494281041931229,2.7640549922170496,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.4935211388038792,0.5064788611961208,-0.0129577223922415,1.0859410687351814,1.12624388511386,19.299999999999983,9.449999999999982,9.850000000000003,False,False,False,0.1078043920555371,0.1078043920555371,0.2156087841110742,0.5474863674318353,0.4719732532418192,15.27121475194426,7.658165576690026,8.020442631176905,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.5128589638786375,0.4871410361213625,0.0257179277572748,1.1382764827764738,1.0296908366139168,33.84999999999985,16.949999999999882,16.89999999999997,False,False,False,0.095006067486739,0.0950060674867391,0.1900121349734781,0.4610209722989119,0.4494533929955687,34.97752850045276,16.12598834180392,19.047047015219885,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.5024736269063994,0.4975263730936006,0.0049472538127987,-426881481266.40094,1.110514770362675,47.99999999999967,23.34999999999991,24.64999999999976,False,False,False,0.1361441428845476,0.1361441428845476,0.2722882857690952,1860733237713.316,0.5013596485498552,57.19877621068688,27.693455905683734,29.621402735185725,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.5514552378366084,0.4485447621633915,0.1029104756732169,22958807237.02876,0.934698572749334,51.899999999997135,26.500000000000306,25.39999999999684,False,False,False,0.1501804135510187,0.1501804135510187,0.3003608271020374,100075120604.92706,0.4728735124807264,64.90523861752867,32.2374006396229,32.90501481536844,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.5567793990029746,0.4432206009970253,0.1135587980059493,-13227207552.256512,1.1141211796746833,36.69999999998252,18.49999999999725,18.199999999985288,False,False,False,0.2416184627892815,0.2416184627892815,0.483236925578563,57656061029.3375,0.9016784393390516,50.90294686952543,25.83698898866804,25.21626459252712,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.2559121395097607,0.7440878604902392,-0.4881757209804783,0.4853123036916111,-3585843982.4960737,13.850000000057909,6.750000000042631,7.10000000001528,False,False,False,0.8053376557660974,0.8053376557660974,1.6106753115321948,1.891300042427936,13426396635.404943,20.75879331750268,10.671808656406158,10.36291464792519,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.6993491929128588,0.3006508070871412,0.3986983858257174,1.5636997549396805,0.7546429686514935,1.1499999993772596,0.7499999997264882,0.3999999996507714,False,False,False,0.5697509501173623,0.5697509501173623,1.1395019002347246,1.6114630912380148,0.4958873045416974,2.850877058281964,1.8674849398197968,1.067707825355899,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.4764936916037596,0.5235063083962402,10.0,sbm,False,"[10, 10]","[[0.5, 0.2], [0.2, 0.5]]",0.5,20.0,66.0,31.0,35.0,cx,20.0,10.0,False,False,400.0,400.0,12.656313180923462,89912.0,37368.0,52544.0,2548891259.0,12.742848634719849,2024-11-10 23:13:00.657956
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.3845833333333338,0.6154166666666663,-0.2308333333333322,0.7201754385964925,296928504843790.94,5.449999999999998,2.200000000000001,3.249999999999998,False,False,False,0.2517201240134233,0.2517201240134233,0.5034402480268467,0.5766554848162527,701886771442974.4,2.991237202229203,1.964688270438849,1.5771810295587492,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.5448336940836922,0.4551663059163077,0.0896673881673845,1.3893065998329044,1.0628350815850924,8.999999999999988,4.649999999999979,4.350000000000009,False,False,False,0.1847473022966485,0.1847473022966485,0.369494604593297,0.9830860425917952,0.725311936523862,6.549809157525131,3.380458548777074,3.5535193822462885,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.495570263070255,0.504429736929745,-0.0088594738594899,1.1284050450354577,1.1575425685426188,14.249999999999948,6.699999999999898,7.550000000000051,False,False,False,0.1234401983671153,0.1234401983671153,0.2468803967342306,0.6276893633141294,0.5859968597282215,13.15247125068141,6.23778806950029,7.179658766264625,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.4992536199164464,0.5007463800835535,-0.0014927601671069,7275412533625.852,430280219176.5612,19.14999999999868,9.69999999999905,9.44999999999963,False,False,False,0.2104701282374842,0.2104701282374842,0.4209402564749684,30635900713848.81,1875547992790.4192,24.18113934453745,13.65686640485209,10.641780866001238,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.733117619952898,0.2668823800471019,0.4662352399057963,106979904059.01836,0.6897421150887765,21.30000000000433,10.950000000001378,10.350000000002948,False,False,False,0.5694168145162947,0.5694168145162947,1.1388336290325896,382325289255.912,0.5272631471721999,38.07768375309209,18.39966032295468,19.738984269717037,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.444723497874668,0.5552765021253319,-0.1105530042506637,1.229443349764891,-87153820680.8135,19.449999999980363,9.399999999980954,10.04999999999941,False,False,False,0.3949878412933557,0.3949878412933557,0.7899756825867114,3.0916500025193328,385807722306.1496,45.3844411664922,22.79780691203036,22.61078282588153,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,1.8769442833731385,-0.8769442833731376,2.7538885667462747,1310893148.1860914,-902742067.0444832,11.90000000003944,5.550000000023564,6.350000000015875,False,False,False,13.954347448419137,13.95434744841914,27.90869489683828,5714050757.397232,3934961445.3560624,35.22342970258371,16.104269620314298,19.139683905499997,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.4654580904307362,0.5345419095692637,-0.0690838191385274,-1688331877.3652828,-1038806379.7561471,4.049999999926979,2.149999999931771,1.8999999999952089,False,False,False,0.5065100054566541,0.5065100054566541,1.0130200109133085,5189470841.551998,4528052032.5067,14.08713952486414,7.15034964159553,6.963476143380507,,,,,,,,,,,,,,,,,,,,,,,,,,
